Frame,Flat,Construction,Object,Nature,Sky,Human,Vehicle
frame_1357,0.1845,0.3551,0.0213,0.0222,0.3018,0.0599,0.0552
frame_1358,0.1813,0.3520,0.0222,0.0233,0.3015,0.0722,0.0475
frame_1359,0.1894,0.3563,0.0163,0.0261,0.2968,0.0639,0.0513
frame_1360,0.1887,0.3574,0.0156,0.0290,0.3005,0.0580,0.0508
frame_1361,0.1833,0.3631,0.0100,0.0276,0.3067,0.0536,0.0557
frame_1362,0.1846,0.3597,0.0105,0.0270,0.3060,0.0615,0.0506
frame_1363,0.1856,0.3599,0.0081,0.0233,0.3098,0.0590,0.0543
frame_1364,0.1907,0.3611,0.0051,0.0229,0.3077,0.0559,0.0565
frame_1365,0.1983,0.3500,0.0054,0.0262,0.3043,0.0583,0.0576
frame_1366,0.1902,0.3669,0.0028,0.0281,0.3016,0.0603,0.0502
frame_1367,0.1979,0.3668,0.0030,0.0306,0.2940,0.0610,0.0467
frame_1368,0.1941,0.3700,0.0029,0.0377,0.2920,0.0599,0.0434
frame_1369,0.1943,0.3746,0.0030,0.0379,0.2872,0.0657,0.0374
frame_1370,0.1973,0.3725,0.0034,0.0289,0.2830,0.0718,0.0432
frame_1371,0.1975,0.3884,0.0024,0.0227,0.2840,0.0698,0.0353
frame_1372,0.2069,0.3836,0.0015,0.0216,0.2803,0.0783,0.0279
frame_1373,0.2052,0.3756,0.0014,0.0242,0.2814,0.0887,0.0236
frame_1374,0.2082,0.3744,0.0020,0.0266,0.2824,0.0825,0.0240
frame_1375,0.2101,0.3808,0.0015,0.0256,0.2804,0.0797,0.0220
frame_1376,0.2084,0.3825,0.0010,0.0337,0.2783,0.0742,0.0219
frame_1377,0.1969,0.4039,0.0017,0.0317,0.2718,0.0708,0.0231
frame_1378,0.2097,0.3868,0.0024,0.0279,0.2763,0.0698,0.0270
frame_1379,0.2096,0.3960,0.0027,0.0267,0.2740,0.0665,0.0245
frame_1380,0.2103,0.3996,0.0008,0.0280,0.2710,0.0684,0.0219
frame_1381,0.2008,0.3977,0.0048,0.0326,0.2710,0.0634,0.0298
frame_1382,0.2015,0.4058,0.0033,0.0304,0.2703,0.0583,0.0303
frame_1383,0.1990,0.4041,0.0029,0.0314,0.2730,0.0670,0.0226
frame_1384,0.2072,0.3995,0.0001,0.0341,0.2736,0.0653,0.0202
frame_1385,0.1956,0.4052,0.0002,0.0361,0.2700,0.0668,0.0261
frame_1386,0.1964,0.3967,0.0007,0.0382,0.2730,0.0650,0.0300
frame_1387,0.2060,0.3920,0.0006,0.0417,0.2726,0.0617,0.0252
frame_1388,0.2036,0.3903,0.0009,0.0438,0.2729,0.0648,0.0238
frame_1389,0.2147,0.3784,0.0013,0.0472,0.2743,0.0620,0.0222
frame_1390,0.2178,0.3687,0.0015,0.0533,0.2698,0.0675,0.0215
frame_1391,0.2104,0.3680,0.0009,0.0637,0.2681,0.0706,0.0183
frame_1392,0.2059,0.3598,0.0003,0.0789,0.2623,0.0732,0.0194
frame_1393,0.2001,0.3545,0.0007,0.0901,0.2623,0.0722,0.0201
frame_1394,0.2129,0.3261,0.0003,0.1137,0.2619,0.0664,0.0186
frame_1395,0.2084,0.2940,0.0026,0.1346,0.2584,0.0742,0.0277
frame_1396,0.2098,0.2791,0.0035,0.1525,0.2557,0.0734,0.0259
frame_1397,0.2143,0.2675,0.0032,0.1665,0.2547,0.0696,0.0241
frame_1398,0.2147,0.2648,0.0028,0.1734,0.2495,0.0709,0.0239
frame_1399,0.2085,0.2597,0.0058,0.1946,0.2381,0.0705,0.0228
frame_1400,0.2263,0.2403,0.0079,0.1880,0.2427,0.0702,0.0246
frame_1401,0.2165,0.2500,0.0079,0.1929,0.2415,0.0688,0.0224
frame_1402,0.2027,0.2637,0.0017,0.1920,0.2444,0.0807,0.0149
frame_1403,0.2098,0.2596,0.0013,0.1916,0.2422,0.0830,0.0125
frame_1404,0.1978,0.2760,0.0027,0.1944,0.2438,0.0785,0.0067
frame_1405,0.2048,0.2716,0.0008,0.1977,0.2449,0.0717,0.0085
frame_1406,0.2112,0.2652,0.0008,0.1931,0.2438,0.0786,0.0073
frame_1407,0.1262,0.3524,0.0002,0.1998,0.2430,0.0754,0.0031
frame_1408,0.1008,0.3726,0.0013,0.2040,0.2410,0.0728,0.0075
frame_1409,0.2344,0.2346,0.0020,0.2054,0.2407,0.0737,0.0092
frame_1410,0.2005,0.2765,0.0036,0.2074,0.2421,0.0659,0.0041
frame_1411,0.1015,0.3692,0.0041,0.2081,0.2406,0.0675,0.0089
frame_1412,0.1926,0.2720,0.0045,0.2261,0.2251,0.0731,0.0067
frame_1413,0.2181,0.2435,0.0092,0.2245,0.2289,0.0695,0.0062
frame_1414,0.1910,0.2582,0.0122,0.2216,0.2416,0.0716,0.0038
frame_1415,0.2162,0.2436,0.0058,0.2142,0.2428,0.0661,0.0114
frame_1416,0.2277,0.2377,0.0053,0.2113,0.2413,0.0660,0.0107
frame_1417,0.1614,0.3019,0.0043,0.2154,0.2437,0.0701,0.0031
frame_1418,0.1741,0.2925,0.0029,0.2131,0.2456,0.0692,0.0025
frame_1419,0.1109,0.3549,0.0090,0.2057,0.2452,0.0716,0.0027
frame_1420,0.1870,0.2855,0.0047,0.2039,0.2448,0.0725,0.0017
frame_1421,0.1921,0.2791,0.0048,0.1971,0.2422,0.0822,0.0024
frame_1422,0.2146,0.2530,0.0074,0.1931,0.2424,0.0827,0.0069
frame_1423,0.2046,0.2547,0.0047,0.1874,0.2443,0.0973,0.0068
frame_1424,0.1894,0.2681,0.0033,0.1801,0.2437,0.1058,0.0095
frame_1425,0.1959,0.2516,0.0054,0.1796,0.2448,0.1023,0.0203
frame_1426,0.2061,0.2482,0.0053,0.1757,0.2439,0.0978,0.0230
frame_1427,0.1960,0.2682,0.0040,0.1824,0.2426,0.0871,0.0197
frame_1428,0.1632,0.3053,0.0026,0.1902,0.2442,0.0851,0.0095
frame_1429,0.2149,0.2624,0.0035,0.1923,0.2420,0.0754,0.0094
frame_1430,0.2264,0.2573,0.0027,0.1784,0.2443,0.0764,0.0145
frame_1431,0.1156,0.3746,0.0048,0.1745,0.2479,0.0716,0.0110
frame_1432,0.2473,0.2326,0.0095,0.1703,0.2475,0.0739,0.0189
frame_1433,0.2511,0.2295,0.0075,0.1703,0.2493,0.0680,0.0244
frame_1434,0.2559,0.2370,0.0066,0.1685,0.2489,0.0610,0.0222
frame_1435,0.2477,0.2264,0.0080,0.1705,0.2493,0.0649,0.0331
frame_1436,0.2503,0.2195,0.0096,0.1739,0.2479,0.0617,0.0370
frame_1437,0.2555,0.2141,0.0097,0.1753,0.2473,0.0571,0.0411
frame_1438,0.2546,0.2032,0.0061,0.1785,0.2465,0.0576,0.0535
frame_1439,0.2629,0.2012,0.0066,0.1853,0.2434,0.0541,0.0466
frame_1440,0.2685,0.1951,0.0063,0.1869,0.2420,0.0528,0.0484
frame_1441,0.2847,0.1856,0.0086,0.1949,0.2388,0.0509,0.0365
frame_1442,0.2872,0.1764,0.0074,0.2005,0.2381,0.0552,0.0353
frame_1443,0.2946,0.1824,0.0090,0.2061,0.2354,0.0519,0.0206
frame_1444,0.3050,0.1603,0.0086,0.2123,0.2318,0.0496,0.0324
frame_1445,0.3017,0.1562,0.0076,0.2224,0.2270,0.0510,0.0341
frame_1446,0.3120,0.1526,0.0092,0.2293,0.2204,0.0510,0.0255
frame_1447,0.3088,0.1569,0.0090,0.2380,0.2137,0.0474,0.0263
frame_1448,0.3030,0.1516,0.0144,0.2475,0.2060,0.0505,0.0271
frame_1449,0.2975,0.1517,0.0154,0.2548,0.1983,0.0505,0.0318
frame_1450,0.2770,0.1808,0.0196,0.2599,0.1884,0.0485,0.0260
frame_1451,0.2593,0.1950,0.0201,0.2690,0.1776,0.0483,0.0307
frame_1452,0.2261,0.2003,0.0272,0.2849,0.1677,0.0567,0.0371
frame_1453,0.2415,0.1725,0.0195,0.3072,0.1589,0.0562,0.0442
frame_1454,0.2303,0.1793,0.0135,0.3241,0.1500,0.0528,0.0500
frame_1455,0.2310,0.2033,0.0157,0.3283,0.1419,0.0487,0.0310
frame_1456,0.2336,0.1980,0.0119,0.3265,0.1342,0.0672,0.0287
frame_1457,0.2431,0.1808,0.0125,0.3258,0.1261,0.0754,0.0364
frame_1458,0.2536,0.1847,0.0089,0.3231,0.1172,0.0830,0.0294
frame_1459,0.2614,0.1836,0.0097,0.3298,0.1112,0.0760,0.0284
frame_1460,0.2624,0.1794,0.0206,0.3332,0.1069,0.0642,0.0334
frame_1461,0.2610,0.1958,0.0129,0.3359,0.0998,0.0574,0.0373
frame_1462,0.2582,0.2005,0.0126,0.3332,0.0909,0.0562,0.0484
frame_1463,0.2720,0.1969,0.0181,0.3280,0.0860,0.0586,0.0404
frame_1464,0.2765,0.2007,0.0154,0.3318,0.0829,0.0577,0.0350
frame_1465,0.2913,0.1989,0.0142,0.3334,0.0770,0.0526,0.0326
frame_1466,0.3001,0.2035,0.0124,0.3366,0.0684,0.0498,0.0292
frame_1467,0.3071,0.2011,0.0107,0.3397,0.0694,0.0453,0.0267
frame_1468,0.2359,0.2731,0.0092,0.3418,0.0647,0.0514,0.0239
frame_1469,0.2418,0.2613,0.0103,0.3447,0.0624,0.0581,0.0215
frame_1470,0.2318,0.2725,0.0112,0.3451,0.0586,0.0608,0.0200
frame_1471,0.2323,0.2653,0.0128,0.3504,0.0544,0.0657,0.0192
frame_1472,0.2492,0.2354,0.0181,0.3538,0.0528,0.0730,0.0177
frame_1473,0.2981,0.1917,0.0167,0.3566,0.0505,0.0694,0.0170
frame_1474,0.2984,0.1889,0.0166,0.3629,0.0482,0.0697,0.0152
frame_1475,0.2567,0.2307,0.0120,0.3627,0.0466,0.0779,0.0133
frame_1476,0.2844,0.1957,0.0064,0.3628,0.0480,0.0790,0.0237
frame_1477,0.2408,0.2237,0.0063,0.3599,0.0484,0.0935,0.0276
frame_1478,0.2055,0.2553,0.0053,0.3660,0.0472,0.0986,0.0220
frame_1479,0.2597,0.2121,0.0055,0.3700,0.0473,0.0922,0.0132
frame_1480,0.2708,0.1843,0.0062,0.3741,0.0479,0.0955,0.0214
frame_1481,0.2271,0.2320,0.0118,0.3779,0.0478,0.0930,0.0105
frame_1482,0.2652,0.1850,0.0102,0.3848,0.0481,0.0959,0.0107
frame_1483,0.2730,0.1814,0.0098,0.3880,0.0496,0.0871,0.0111
frame_1484,0.2830,0.1904,0.0027,0.3872,0.0513,0.0666,0.0188
frame_1485,0.2863,0.1910,0.0077,0.3810,0.0538,0.0693,0.0108
frame_1486,0.2887,0.1892,0.0049,0.3787,0.0569,0.0700,0.0116
frame_1487,0.3016,0.1801,0.0037,0.3720,0.0605,0.0691,0.0130
frame_1488,0.3030,0.1828,0.0036,0.3661,0.0649,0.0680,0.0116
frame_1489,0.2981,0.1877,0.0032,0.3655,0.0688,0.0677,0.0091
frame_1490,0.3029,0.1844,0.0029,0.3624,0.0729,0.0655,0.0089
frame_1491,0.3018,0.1831,0.0022,0.3588,0.0781,0.0662,0.0098
frame_1492,0.2992,0.1789,0.0034,0.3484,0.0857,0.0677,0.0167
frame_1493,0.2988,0.1942,0.0024,0.3418,0.0903,0.0667,0.0058
frame_1494,0.3075,0.1922,0.0017,0.3338,0.0933,0.0647,0.0067
frame_1495,0.3058,0.1968,0.0033,0.3273,0.0979,0.0619,0.0071
frame_1496,0.3063,0.1967,0.0019,0.3253,0.1021,0.0600,0.0077
frame_1497,0.3111,0.1896,0.0049,0.3260,0.1060,0.0552,0.0071
frame_1498,0.3022,0.1931,0.0040,0.3279,0.1075,0.0580,0.0074
frame_1499,0.3136,0.1787,0.0033,0.3314,0.1072,0.0578,0.0081
frame_1500,0.3147,0.1788,0.0032,0.3330,0.1068,0.0564,0.0071
frame_1501,0.3093,0.1909,0.0033,0.3226,0.1059,0.0617,0.0062
frame_1502,0.3024,0.1948,0.0033,0.3218,0.1060,0.0632,0.0085
frame_1503,0.3146,0.1973,0.0021,0.3165,0.1039,0.0586,0.0071
frame_1504,0.3100,0.2002,0.0034,0.3157,0.1028,0.0593,0.0086
frame_1505,0.2913,0.2126,0.0028,0.3163,0.0997,0.0685,0.0089
frame_1506,0.2964,0.2167,0.0026,0.3086,0.0927,0.0735,0.0093
frame_1507,0.2828,0.2246,0.0039,0.3071,0.0947,0.0774,0.0095
frame_1508,0.2647,0.2417,0.0022,0.3024,0.0898,0.0875,0.0116
frame_1509,0.2411,0.2628,0.0049,0.3058,0.0868,0.0811,0.0174
frame_1510,0.2869,0.2358,0.0026,0.3065,0.0841,0.0698,0.0142
frame_1511,0.2817,0.2450,0.0029,0.3078,0.0804,0.0647,0.0175
frame_1512,0.2730,0.2482,0.0022,0.3138,0.0797,0.0664,0.0167
frame_1513,0.2777,0.2375,0.0045,0.3120,0.0782,0.0678,0.0224
frame_1514,0.2769,0.2365,0.0073,0.3108,0.0780,0.0664,0.0241
frame_1515,0.2853,0.2359,0.0050,0.3096,0.0755,0.0623,0.0264
frame_1516,0.2842,0.2358,0.0039,0.3100,0.0784,0.0638,0.0238
frame_1517,0.2786,0.2678,0.0047,0.3123,0.0522,0.0585,0.0258
frame_1518,0.2854,0.2373,0.0053,0.3096,0.0790,0.0598,0.0236
frame_1519,0.2824,0.2440,0.0012,0.3097,0.0805,0.0567,0.0256
frame_1520,0.2770,0.2375,0.0034,0.3104,0.0805,0.0549,0.0363
frame_1521,0.2738,0.2176,0.0043,0.3099,0.0816,0.0592,0.0536
frame_1522,0.2850,0.2479,0.0052,0.3102,0.0685,0.0566,0.0266
frame_1523,0.2774,0.2458,0.0013,0.3094,0.0816,0.0582,0.0262
frame_1524,0.2913,0.2331,0.0032,0.3102,0.0770,0.0641,0.0210
frame_1525,0.2770,0.2463,0.0048,0.3033,0.0806,0.0578,0.0302
frame_1526,0.2711,0.2706,0.0035,0.2888,0.0856,0.0615,0.0189
frame_1527,0.2817,0.2581,0.0029,0.2914,0.0927,0.0548,0.0183
frame_1528,0.2858,0.2526,0.0021,0.2866,0.0923,0.0581,0.0226
frame_1529,0.2916,0.2433,0.0073,0.2895,0.0917,0.0582,0.0185
frame_1530,0.2953,0.2515,0.0020,0.2911,0.0912,0.0571,0.0118
frame_1531,0.2754,0.2337,0.0018,0.2917,0.0881,0.0534,0.0559
frame_1532,0.2668,0.2898,0.0014,0.2932,0.0847,0.0509,0.0131
frame_1533,0.2720,0.2847,0.0041,0.2921,0.0838,0.0502,0.0131
frame_1534,0.2746,0.2894,0.0018,0.2918,0.0824,0.0476,0.0124
frame_1535,0.2652,0.2948,0.0024,0.2950,0.0797,0.0474,0.0155
frame_1536,0.2799,0.2797,0.0015,0.3000,0.0778,0.0473,0.0139
frame_1537,0.2766,0.2786,0.0033,0.3012,0.0748,0.0467,0.0188
frame_1538,0.2388,0.3239,0.0010,0.3030,0.0709,0.0491,0.0134
frame_1539,0.2843,0.2715,0.0047,0.3070,0.0692,0.0481,0.0151
frame_1540,0.2819,0.2765,0.0047,0.3053,0.0677,0.0445,0.0193
frame_1541,0.2827,0.2813,0.0025,0.3015,0.0649,0.0487,0.0183
frame_1542,0.2856,0.2847,0.0008,0.2968,0.0655,0.0477,0.0190
frame_1543,0.2826,0.2889,0.0017,0.2956,0.0673,0.0483,0.0155
frame_1544,0.2741,0.2971,0.0036,0.2927,0.0665,0.0527,0.0134
frame_1545,0.2756,0.2955,0.0014,0.2948,0.0672,0.0535,0.0119
frame_1546,0.2673,0.2936,0.0040,0.2957,0.0651,0.0588,0.0154
frame_1547,0.2335,0.3295,0.0057,0.3008,0.0661,0.0577,0.0067
frame_1548,0.2251,0.3294,0.0048,0.2990,0.0705,0.0578,0.0134
frame_1549,0.1973,0.3596,0.0032,0.3011,0.0689,0.0613,0.0087
frame_1550,0.2681,0.2927,0.0041,0.3067,0.0599,0.0570,0.0115
frame_1551,0.2724,0.2668,0.0039,0.3082,0.0659,0.0607,0.0221
frame_1552,0.2571,0.2876,0.0048,0.3140,0.0596,0.0654,0.0114
frame_1553,0.2728,0.2732,0.0060,0.3166,0.0591,0.0553,0.0170
frame_1554,0.2792,0.2699,0.0064,0.3225,0.0565,0.0518,0.0137
frame_1555,0.1563,0.3859,0.0058,0.3257,0.0549,0.0548,0.0166
frame_1556,0.2063,0.3268,0.0054,0.3296,0.0502,0.0563,0.0254
frame_1557,0.2679,0.2526,0.0067,0.3301,0.0514,0.0599,0.0313
frame_1558,0.2601,0.2632,0.0070,0.3319,0.0435,0.0590,0.0354
frame_1559,0.2566,0.2729,0.0046,0.3290,0.0362,0.0603,0.0403
frame_1560,0.2430,0.2622,0.0062,0.3257,0.0483,0.0573,0.0572
frame_1561,0.2336,0.2791,0.0062,0.3276,0.0334,0.0631,0.0570
frame_1562,0.2258,0.2846,0.0067,0.3278,0.0379,0.0808,0.0363
frame_1563,0.2315,0.2750,0.0062,0.3304,0.0479,0.0784,0.0306
frame_1564,0.1641,0.3430,0.0072,0.3271,0.0468,0.0870,0.0248
frame_1565,0.1823,0.3414,0.0077,0.3224,0.0481,0.0777,0.0205
frame_1566,0.1201,0.4153,0.0028,0.3248,0.0465,0.0660,0.0245
frame_1567,0.1337,0.4047,0.0046,0.3209,0.0458,0.0703,0.0200
frame_1568,0.1490,0.3859,0.0033,0.3224,0.0483,0.0671,0.0240
frame_1569,0.1373,0.3972,0.0042,0.3249,0.0485,0.0643,0.0236
frame_1570,0.1661,0.3669,0.0048,0.3261,0.0479,0.0639,0.0244
frame_1571,0.2046,0.3207,0.0010,0.3344,0.0452,0.0638,0.0303
frame_1572,0.2540,0.2668,0.0015,0.3371,0.0454,0.0622,0.0329
frame_1573,0.1856,0.3319,0.0034,0.3363,0.0460,0.0604,0.0365
frame_1574,0.2070,0.3102,0.0026,0.3339,0.0451,0.0617,0.0396
frame_1575,0.2249,0.2875,0.0029,0.3284,0.0436,0.0676,0.0452
frame_1576,0.2042,0.2784,0.0140,0.3277,0.0442,0.0731,0.0584
frame_1577,0.2146,0.2978,0.0029,0.3270,0.0433,0.0612,0.0532
frame_1578,0.2215,0.2765,0.0068,0.3264,0.0479,0.0596,0.0613
frame_1579,0.2296,0.2636,0.0057,0.3271,0.0502,0.0639,0.0598
frame_1580,0.2305,0.2639,0.0065,0.3285,0.0482,0.0593,0.0630
frame_1581,0.2246,0.2898,0.0033,0.3379,0.0491,0.0552,0.0401
frame_1582,0.2385,0.2707,0.0023,0.3334,0.0492,0.0608,0.0451
frame_1583,0.2263,0.2765,0.0038,0.3413,0.0456,0.0536,0.0529
frame_1584,0.1774,0.3241,0.0090,0.3450,0.0445,0.0584,0.0417
frame_1585,0.2154,0.2783,0.0092,0.3555,0.0389,0.0546,0.0480
frame_1586,0.1663,0.3273,0.0060,0.3703,0.0313,0.0518,0.0471
frame_1587,0.1478,0.3579,0.0057,0.3768,0.0276,0.0497,0.0344
frame_1588,0.1369,0.3681,0.0054,0.3899,0.0195,0.0504,0.0298
frame_1589,0.1506,0.3458,0.0044,0.4054,0.0145,0.0509,0.0284
frame_1590,0.2619,0.2380,0.0092,0.4067,0.0109,0.0474,0.0259
frame_1591,0.1910,0.3021,0.0092,0.4105,0.0082,0.0536,0.0253
frame_1592,0.2088,0.2921,0.0091,0.4170,0.0067,0.0500,0.0164
frame_1593,0.2662,0.2340,0.0045,0.4189,0.0054,0.0481,0.0229
frame_1594,0.1518,0.3332,0.0041,0.4193,0.0049,0.0610,0.0255
frame_1595,0.1697,0.3238,0.0059,0.4212,0.0038,0.0599,0.0156
frame_1596,0.2576,0.2569,0.0041,0.4084,0.0029,0.0630,0.0071
frame_1597,0.2569,0.2593,0.0037,0.4032,0.0022,0.0630,0.0118
frame_1598,0.2598,0.2665,0.0055,0.3931,0.0023,0.0675,0.0054
frame_1599,0.2527,0.2689,0.0088,0.3946,0.0036,0.0625,0.0089
frame_1600,0.2416,0.2932,0.0070,0.3879,0.0039,0.0629,0.0036
frame_1601,0.1649,0.3651,0.0109,0.3924,0.0016,0.0631,0.0021
frame_1602,0.2456,0.2760,0.0080,0.4072,0.0006,0.0594,0.0031
frame_1603,0.1401,0.3807,0.0068,0.4135,0.0003,0.0564,0.0022
frame_1604,0.1335,0.3867,0.0080,0.4108,0.0000,0.0586,0.0025
frame_1605,0.1356,0.3981,0.0054,0.4045,0.0001,0.0499,0.0065
frame_1606,0.1353,0.3988,0.0048,0.4036,0.0000,0.0519,0.0057
frame_1607,0.1420,0.3920,0.0087,0.3999,0.0002,0.0495,0.0076
frame_1608,0.1399,0.3916,0.0031,0.4100,0.0006,0.0517,0.0033
frame_1609,0.1370,0.3928,0.0026,0.4117,0.0013,0.0516,0.0029
frame_1610,0.1315,0.4004,0.0022,0.4074,0.0011,0.0489,0.0085
frame_1611,0.1237,0.4003,0.0022,0.4018,0.0028,0.0589,0.0103
frame_1612,0.1169,0.4015,0.0020,0.3988,0.0021,0.0577,0.0209
frame_1613,0.1483,0.3811,0.0017,0.3957,0.0024,0.0615,0.0091
frame_1614,0.1868,0.3311,0.0023,0.4054,0.0045,0.0640,0.0058
frame_1615,0.1689,0.3450,0.0053,0.4078,0.0047,0.0589,0.0093
frame_1616,0.1241,0.3867,0.0033,0.4115,0.0081,0.0602,0.0062
frame_1617,0.1305,0.3760,0.0017,0.3949,0.0085,0.0657,0.0227
frame_1618,0.1175,0.4084,0.0018,0.3936,0.0092,0.0622,0.0073
frame_1619,0.1955,0.3239,0.0013,0.3898,0.0104,0.0629,0.0162
frame_1620,0.1800,0.3333,0.0020,0.3807,0.0119,0.0752,0.0169
frame_1621,0.1258,0.4130,0.0009,0.3824,0.0100,0.0564,0.0116
frame_1622,0.2133,0.3075,0.0012,0.3767,0.0121,0.0794,0.0098
frame_1623,0.2401,0.2604,0.0018,0.3868,0.0139,0.0784,0.0187
frame_1624,0.1925,0.2860,0.0017,0.4026,0.0134,0.0718,0.0320
frame_1625,0.1779,0.3301,0.0012,0.4048,0.0010,0.0659,0.0191
frame_1626,0.2431,0.2609,0.0017,0.3926,0.0150,0.0645,0.0223
frame_1627,0.1653,0.3543,0.0013,0.3822,0.0140,0.0640,0.0189
frame_1628,0.1666,0.3652,0.0027,0.3799,0.0038,0.0613,0.0205
frame_1629,0.2354,0.2895,0.0030,0.3858,0.0037,0.0655,0.0170
frame_1630,0.1565,0.3658,0.0028,0.3936,0.0035,0.0661,0.0118
frame_1631,0.1669,0.3617,0.0042,0.3980,0.0020,0.0579,0.0094
frame_1632,0.1414,0.3653,0.0048,0.4126,0.0023,0.0616,0.0120
frame_1633,0.1579,0.3605,0.0070,0.3993,0.0021,0.0641,0.0091
frame_1634,0.1421,0.3842,0.0068,0.3949,0.0019,0.0620,0.0081
frame_1635,0.2825,0.2533,0.0047,0.3850,0.0021,0.0624,0.0100
frame_1636,0.2757,0.2688,0.0061,0.3729,0.0021,0.0633,0.0111
frame_1637,0.1974,0.3460,0.0062,0.3670,0.0019,0.0650,0.0165
frame_1638,0.2682,0.2744,0.0093,0.3685,0.0037,0.0604,0.0155
frame_1639,0.1628,0.3730,0.0087,0.3685,0.0034,0.0656,0.0179
frame_1640,0.1399,0.4029,0.0088,0.3690,0.0052,0.0592,0.0149
frame_1641,0.2447,0.2872,0.0142,0.3689,0.0055,0.0604,0.0190
frame_1642,0.2531,0.2633,0.0081,0.3682,0.0060,0.0667,0.0346
frame_1643,0.2579,0.2544,0.0078,0.3695,0.0061,0.0665,0.0378
frame_1644,0.2595,0.2476,0.0318,0.3668,0.0090,0.0577,0.0276
frame_1645,0.2509,0.2432,0.0326,0.3687,0.0104,0.0648,0.0293
frame_1646,0.2507,0.2353,0.0178,0.3669,0.0134,0.0663,0.0496
frame_1647,0.2426,0.2553,0.0211,0.3683,0.0127,0.0714,0.0286
frame_1648,0.2363,0.2552,0.0153,0.3697,0.0108,0.0648,0.0479
frame_1649,0.2392,0.2223,0.0215,0.3735,0.0141,0.0681,0.0614
frame_1650,0.2591,0.2240,0.0203,0.3843,0.0141,0.0652,0.0330
frame_1651,0.2457,0.2336,0.0180,0.3797,0.0141,0.0762,0.0326
frame_1652,0.2442,0.2454,0.0149,0.3682,0.0166,0.0765,0.0341
frame_1653,0.2565,0.2475,0.0209,0.3602,0.0168,0.0612,0.0369
frame_1654,0.2658,0.2367,0.0259,0.3521,0.0209,0.0642,0.0344
frame_1655,0.2645,0.2418,0.0196,0.3560,0.0195,0.0691,0.0294
frame_1656,0.2679,0.2412,0.0127,0.3638,0.0190,0.0728,0.0226
frame_1657,0.2219,0.2954,0.0082,0.3645,0.0218,0.0678,0.0205
frame_1658,0.2533,0.2659,0.0089,0.3670,0.0225,0.0682,0.0143
frame_1659,0.2285,0.3039,0.0081,0.3675,0.0129,0.0675,0.0115
frame_1660,0.1762,0.3688,0.0050,0.3643,0.0115,0.0676,0.0065
frame_1661,0.1689,0.3655,0.0045,0.3706,0.0170,0.0671,0.0065
frame_1662,0.2767,0.2537,0.0028,0.3768,0.0174,0.0676,0.0049
frame_1663,0.1690,0.3671,0.0041,0.3774,0.0152,0.0604,0.0069
frame_1664,0.1739,0.3654,0.0030,0.3754,0.0163,0.0603,0.0058
frame_1665,0.2341,0.3104,0.0027,0.3682,0.0153,0.0624,0.0070
frame_1666,0.2444,0.3134,0.0025,0.3576,0.0187,0.0581,0.0052
frame_1667,0.2397,0.3220,0.0016,0.3504,0.0243,0.0581,0.0040
frame_1668,0.2711,0.2836,0.0024,0.3449,0.0329,0.0616,0.0035
frame_1669,0.2123,0.3453,0.0016,0.3392,0.0413,0.0579,0.0023
frame_1670,0.2875,0.2646,0.0022,0.3374,0.0523,0.0540,0.0020
frame_1671,0.2876,0.2623,0.0024,0.3223,0.0597,0.0598,0.0058
frame_1672,0.2921,0.2666,0.0024,0.3062,0.0700,0.0555,0.0072
frame_1673,0.2951,0.2801,0.0026,0.2838,0.0783,0.0562,0.0040
frame_1674,0.3000,0.2672,0.0033,0.2815,0.0895,0.0555,0.0030
frame_1675,0.2967,0.2697,0.0012,0.2753,0.0953,0.0592,0.0025
frame_1676,0.2860,0.2720,0.0024,0.2687,0.1003,0.0597,0.0110
frame_1677,0.3022,0.2689,0.0018,0.2602,0.1066,0.0559,0.0044
frame_1678,0.2936,0.2719,0.0025,0.2567,0.1117,0.0589,0.0047
frame_1679,0.2921,0.2719,0.0032,0.2545,0.1165,0.0563,0.0055
frame_1680,0.2954,0.2712,0.0024,0.2482,0.1203,0.0565,0.0061
frame_1681,0.2955,0.2615,0.0023,0.2496,0.1236,0.0605,0.0070
frame_1682,0.2992,0.2650,0.0020,0.2438,0.1268,0.0497,0.0134
frame_1683,0.3025,0.2540,0.0034,0.2445,0.1277,0.0551,0.0127
frame_1684,0.2870,0.2631,0.0037,0.2426,0.1278,0.0619,0.0139
frame_1685,0.2873,0.2612,0.0061,0.2439,0.1280,0.0599,0.0136
frame_1686,0.3045,0.2431,0.0045,0.2460,0.1274,0.0603,0.0141
frame_1687,0.3063,0.2261,0.0086,0.2566,0.1240,0.0606,0.0177
frame_1688,0.2843,0.2420,0.0119,0.2623,0.1197,0.0608,0.0190
frame_1689,0.3069,0.2240,0.0071,0.2611,0.1225,0.0569,0.0214
frame_1690,0.2863,0.2317,0.0042,0.2690,0.1207,0.0556,0.0326
frame_1691,0.3079,0.2012,0.0042,0.2745,0.1178,0.0602,0.0341
frame_1692,0.3114,0.1932,0.0087,0.2871,0.1145,0.0604,0.0246
frame_1693,0.3105,0.1855,0.0079,0.2949,0.1091,0.0586,0.0335
frame_1694,0.3092,0.1754,0.0076,0.3086,0.1006,0.0659,0.0327
frame_1695,0.3151,0.1710,0.0074,0.3198,0.0914,0.0590,0.0363
frame_1696,0.2314,0.2413,0.0070,0.3341,0.0824,0.0664,0.0374
